ID,BULLETIN NUM,DATE,TIME,LAT,LON,DEPTH,MAGNITUDE,MAG TYPE,STATIONS,PHASES,FE REGION,STATUS,NETWORK,INTENSITY,TIMEZONE,ERZ,ERH,RMS,GAP,QUALITY,SOURCE,PRSN ID,datetime,time_id
20200101000156,00,2020-01-01,00:01:56.590,19.2175,-67.1275,12,2.75,Md,3,3,22,PRELIMINAR,RSPR,I,UTC,31.47,32.93,0.45,358,D,DN,0,2020-01-01 00:01:56.590000+00:00,20200101000156
20200101000338,00,2020-01-01,00:03:38.210,19.0766,-67.0901,6,2.55,Md,2,2,23,PRELIMINAR,RSPR,I,UTC,3.30,13.28,0.16,357,C,DN,0,2020-01-01 00:03:38.210000+00:00,20200101000338
20200101000509,00,2020-01-01,00:05:09.440,17.8705,-66.8541,6,1.81,Md,4,4,10,PRELIMINAR,RSPR,I,UTC,0.47,0.88,0.06,311,B,DN,0,2020-01-01 00:05:09.440000+00:00,20200101000509
20200101000536,00,2020-01-01,00:05:36.930,17.8993,-66.8636,8,1.84,Md,5,5,10,PRELIMINAR,RSPR,I,UTC,1.38,1.09,0.03,304,B,DN,0,2020-01-01 00:05:36.930000+00:00,20200101000536
20200101000920,00,2020-01-01,00:09:20.060,17.9066,-66.8685,8,1.64,Md,3,3,10,PRELIMINAR,RSPR,I,UTC,6.75,4.70,0.05,299,B,DN,0,2020-01-01 00:09:20.060000+00:00,20200101000920
20200101001025,00,2020-01-01,00:10:25.300,19.1233,-67.3435,10,0.00,Md,4,4,22,PRELIMINAR,RSPR,I,UTC,31.61,9.94,0.56,336,D,DN,0,2020-01-01 00:10:25.300000+00:00,20200101001025
20200101001043,00,2020-01-01,00:10:43.850,19.1933,-67.8365,28,3.08,Md,8,8,20,PRELIMINAR,RSPR,I,UTC,30.83,3.45,0.41,324,C,DN,0,2020-01-01 00:10:43.850000+00:00,20200101001043
20200101001232,00,2020-01-01,00:12:32.240,17.8876,-66.8311,3,2.02,Md,5,5,10,PRELIMINAR,RSPR,I,UTC,0.45,1.01,0.07,283,B,DN,0,2020-01-01 00:12:32.240000+00:00,20200101001232
20200101001530,00,2020-01-01,00:15:30.390,17.9508,-66.8518,4,2.03,Md,4,4,2,PRELIMINAR,RSPR,I,UTC,3.22,1.24,0.19,263,C,DN,0,2020-01-01 00:15:30.390000+00:00,20200101001530
20200101001815,00,2020-01-01,00:18:15.070,17.9351,-66.8971,4,1.99,Md,5,5,2,PRELIMINAR,RSPR,I,UTC,1.02,1.53,0.28,261,C,DN,0,2020-01-01 00:18:15.070000+00:00,20200101001815
20200101002001,00,2020-01-01,00:20:01.780,17.9241,-66.8063,7,1.77,Md,3,3,10,PRELIMINAR,RSPR,I,UTC,2.27,7.74,0.12,335,C,DN,0,2020-01-01 00:20:01.780000+00:00,20200101002001
20200101002345,00,2020-01-01,00:23:45.090,19.0833,-67.9015,10,0.00,Md,12,12,20,PRELIMINAR,RSPR,I,UTC,31.61,3.16,0.49,324,C,DN,0,2020-01-01 00:23:45.090000+00:00,20200101002345
20200101002506,00,2020-01-01,00:25:06.670,17.9060,-66.8375,12,1.92,Md,6,6,10,PRELIMINAR,RSPR,I,UTC,1.36,1.40,0.21,230,C,DN,0,2020-01-01 00:25:06.670000+00:00,20200101002506
20200101002819,00,2020-01-01,00:28:19.480,17.9121,-66.8848,5,1.48,Md,3,3,10,PRELIMINAR,RSPR,I,UTC,0.59,1.16,0.13,287,B,DN,0,2020-01-01 00:28:19.480000+00:00,20200101002819
20200101003009,00,2020-01-01,00:30:09.070,17.9038,-66.5831,11,2.25,Md,9,9,10,PRELIMINAR,RSPR,I,UTC,0.82,1.11,0.26,208,C,DN,0,2020-01-01 00:30:09.070000+00:00,20200101003009
20200101003202,00,2020-01-01,00:32:02.370,17.9060,-66.8891,4,1.78,Md,5,5,10,PRELIMINAR,RSPR,I,UTC,0.40,0.67,0.10,231,B,DN,0,2020-01-01 00:32:02.370000+00:00,20200101003202
20200101003328,00,2020-01-01,00:33:28.440,17.8433,-66.8680,6,1.70,Md,4,4,10,PRELIMINAR,RSPR,I,UTC,1.17,2.69,0.30,310,C,DN,0,2020-01-01 00:33:28.440000+00:00,20200101003328
20200101003458,00,2020-01-01,00:34:58.180,17.9090,-66.8786,4,1.91,Md,8,8,10,PRELIMINAR,RSPR,I,UTC,0.54,0.90,0.17,229,C,DN,0,2020-01-01 00:34:58.180000+00:00,20200101003458
20200101003759,00,2020-01-01,00:38:00.890,17.8698,-66.8311,7,2.80,Md,14,14,10,PRELIMINAR,RSPR,I,UTC,0.55,0.89,0.23,228,C,DN,0,2020-01-01 00:38:00.890000+00:00,20200101003800
20200101004445,00,2020-01-01,00:44:45.880,17.9470,-66.9018,4,2.27,Md,6,6,2,PRELIMINAR,RSPR,I,UTC,0.83,1.16,0.28,209,C,DN,0,2020-01-01 00:44:45.880000+00:00,20200101004445
20200101005701,00,2020-01-01,00:57:01.290,19.1285,-67.2105,8,2.67,Md,3,3,22,PRELIMINAR,RSPR,I,UTC,30.86,27.59,0.44,357,D,DN,0,2020-01-01 00:57:01.290000+00:00,20200101005701
20200101010032,00,2020-01-01,01:00:32.490,18.6933,-66.2668,29,2.64,Md,3,3,12,PRELIMINAR,RSPR,I,UTC,18.71,6.12,0.21,349,C,DN,0,2020-01-01 01:00:32.490000+00:00,20200101010032
20200101010130,00,2020-01-01,01:01:30.970,17.8871,-66.9368,7,1.46,Md,3,3,10,PRELIMINAR,RSPR,I,UTC,0.40,1.13,0.07,332,B,DN,0,2020-01-01 01:01:30.970000+00:00,20200101010130
20200101010343,00,2020-01-01,01:03:43.070,17.9198,-66.8985,8,2.06,Md,7,7,2,PRELIMINAR,RSPR,I,UTC,1.01,0.82,0.22,224,C,DN,0,2020-01-01 01:03:43.070000+00:00,20200101010343
20200101010634,00,2020-01-01,01:06:34.010,17.9065,-66.9068,4,1.90,Md,4,4,10,PRELIMINAR,RSPR,I,UTC,0.79,1.34,0.18,275,C,DN,0,2020-01-01 01:06:34.010000+00:00,20200101010634
20200101010902,00,2020-01-01,01:09:02.850,19.0408,-67.6525,36,2.70,Md,5,5,22,PRELIMINAR,RSPR,I,UTC,29.45,5.20,0.46,335,C,DN,0,2020-01-01 01:09:02.850000+00:00,20200101010902
20200101011107,00,2020-01-01,01:11:07.580,17.9218,-66.8268,22,1.95,Md,4,4,10,PRELIMINAR,RSPR,I,UTC,4.13,2.03,0.34,223,C,DN,0,2020-01-01 01:11:07.580000+00:00,20200101011107
20200101011150,00,2020-01-01,01:11:50.680,17.9141,-66.8991,6,1.95,Md,5,5,10,PRELIMINAR,RSPR,I,UTC,0.43,0.94,0.09,275,B,DN,0,2020-01-01 01:11:50.680000+00:00,20200101011150
20200101011218,00,2020-01-01,01:12:18.890,18.7560,-67.2615,28,2.31,Md,3,3,22,PRELIMINAR,RSPR,I,UTC,26.53,16.59,0.46,354,D,DN,0,2020-01-01 01:12:18.890000+00:00,20200101011218
20200101012017,00,2020-01-01,01:20:17.350,17.9093,-66.8248,8,2.60,Md,4,4,10,PRELIMINAR,RSPR,I,UTC,1.82,0.96,0.13,279,B,DN,0,2020-01-01 01:20:17.350000+00:00,20200101012017
20200101012127,00,2020-01-01,01:21:27.740,17.9055,-66.8306,8,2.08,Md,5,5,10,PRELIMINAR,RSPR,I,UTC,2.10,0.86,0.09,279,B,DN,0,2020-01-01 01:21:27.740000+00:00,20200101012127
20200101012509,00,2020-01-01,01:25:09.120,17.8840,-66.8256,6,2.32,Md,6,6,10,PRELIMINAR,RSPR,I,UTC,0.53,0.84,0.17,241,C,DN,0,2020-01-01 01:25:09.120000+00:00,20200101012509
20200101012843,00,2020-01-01,01:28:43.760,17.8431,-66.9485,13,1.76,Md,3,3,10,PRELIMINAR,RSPR,I,UTC,0.46,0.95,0.05,291,B,DN,0,2020-01-01 01:28:43.760000+00:00,20200101012843
20200101012934,00,2020-01-01,01:29:34.930,17.9016,-66.8176,6,1.77,Md,3,3,10,PRELIMINAR,RSPR,I,UTC,0.88,1.64,0.25,326,C,DN,0,2020-01-01 01:29:34.930000+00:00,20200101012934
20200101013227,00,2020-01-01,01:32:31.620,17.8915,-66.8416,7,2.71,Md,14,14,10,PRELIMINAR,RSPR,I,UTC,0.39,0.74,0.08,233,B,DN,0,2020-01-01 01:32:31.620000+00:00,20200101013231
20200101014530,00,2020-01-01,01:45:30.260,17.9066,-66.8485,6,2.24,Md,5,5,10,PRELIMINAR,RSPR,I,UTC,0.53,1.39,0.22,278,C,DN,0,2020-01-01 01:45:30.260000+00:00,20200101014530
20200101015344,00,2020-01-01,01:53:44.220,17.9423,-66.8923,6,2.15,Md,7,7,2,PRELIMINAR,RSPR,I,UTC,0.50,1.15,0.27,212,C,DN,0,2020-01-01 01:53:44.220000+00:00,20200101015344
20200101015528,00,2020-01-01,01:55:28.470,17.9150,-66.8948,6,2.79,Md,12,12,10,PRELIMINAR,RSPR,I,UTC,0.39,0.75,0.22,217,C,DN,0,2020-01-01 01:55:28.470000+00:00,20200101015528
20200101015704,00,2020-01-01,01:57:04.770,17.9308,-66.8530,7,2.44,Md,8,8,2,PRELIMINAR,RSPR,I,UTC,0.35,0.70,0.13,218,B,DN,0,2020-01-01 01:57:04.770000+00:00,20200101015704
20200101015826,00,2020-01-01,01:58:26.810,17.8890,-66.8336,10,1.98,Md,3,3,10,PRELIMINAR,RSPR,I,UTC,6.63,5.57,0.13,318,C,DN,0,2020-01-01 01:58:26.810000+00:00,20200101015826
20200101020047,00,2020-01-01,02:00:47.780,17.9011,-66.8221,6,2.35,Md,5,5,10,PRELIMINAR,RSPR,I,UTC,0.58,1.36,0.23,280,C,DN,0,2020-01-01 02:00:47.780000+00:00,20200101020047
20200101020933,00,2020-01-01,02:09:33.140,17.8938,-66.8326,6,2.34,Md,4,4,10,PRELIMINAR,RSPR,I,UTC,0.51,1.05,0.14,319,B,DN,0,2020-01-01 02:09:33.140000+00:00,20200101020933
20200101021603,00,2020-01-01,02:16:03.680,17.8825,-66.9213,11,2.10,Md,3,3,10,PRELIMINAR,RSPR,I,UTC,2.79,1.55,0.09,333,B,DN,0,2020-01-01 02:16:03.680000+00:00,20200101021603
20200101021814,00,2020-01-01,02:18:14.790,17.8703,-66.8955,3,2.25,Md,4,4,10,PRELIMINAR,RSPR,I,UTC,1.39,1.60,0.27,296,C,DN,0,2020-01-01 02:18:14.790000+00:00,20200101021814
20200101022517,00,2020-01-01,02:25:17.470,17.9160,-66.8701,9,1.93,Md,4,4,10,PRELIMINAR,RSPR,I,UTC,2.32,2.12,0.31,296,C,DN,0,2020-01-01 02:25:17.470000+00:00,20200101022517
20200101023622,00,2020-01-01,02:36:22.720,17.8976,-66.8356,7,2.22,Md,7,7,10,PRELIMINAR,RSPR,I,UTC,0.39,0.89,0.12,234,B,DN,0,2020-01-01 02:36:22.720000+00:00,20200101023622
20200101024011,00,2020-01-01,02:40:11.080,19.0280,-67.6866,23,2.70,Md,8,8,20,PRELIMINAR,RSPR,I,UTC,19.65,2.63,0.27,325,C,DN,0,2020-01-01 02:40:11.080000+00:00,20200101024011
20200101024146,00,2020-01-01,02:41:46.510,19.0941,-67.2590,24,2.98,Md,9,9,22,PRELIMINAR,RSPR,I,UTC,16.98,1.29,0.24,288,C,DN,0,2020-01-01 02:41:46.510000+00:00,20200101024146
20200101024409,00,2020-01-01,02:44:09.150,18.1041,-66.9590,8,1.87,Md,3,3,1,PRELIMINAR,RSPR,I,UTC,8.50,0.66,0.14,174,B,DN,0,2020-01-01 02:44:09.150000+00:00,20200101024409
20200101024808,00,2020-01-01,02:48:08.530,17.9018,-66.8306,6,1.89,Md,6,6,10,PRELIMINAR,RSPR,I,UTC,0.38,0.82,0.11,233,B,DN,0,2020-01-01 02:48:08.530000+00:00,20200101024808
20200101024958,00,2020-01-01,02:49:58.400,17.8791,-66.9091,8,1.67,Md,3,3,10,PRELIMINAR,RSPR,I,UTC,11.66,1.57,0.16,333,C,DN,0,2020-01-01 02:49:58.400000+00:00,20200101024958
20200101025155,00,2020-01-01,02:51:55.440,17.9428,-66.8165,8,1.94,Md,4,4,2,PRELIMINAR,RSPR,I,UTC,14.81,1.17,0.15,270,C,DN,0,2020-01-01 02:51:55.440000+00:00,20200101025155
20200101025404,00,2020-01-01,02:54:04.700,18.0826,-66.0495,4,2.18,Md,6,6,2,PRELIMINAR,RSPR,I,UTC,0.79,0.85,0.23,215,C,DN,0,2020-01-01 02:54:04.700000+00:00,20200101025404
20200101025636,00,2020-01-01,02:56:36.430,17.9238,-66.7973,7,1.38,Md,4,4,10,PRELIMINAR,RSPR,I,UTC,0.52,1.36,0.15,328,B,DN,0,2020-01-01 02:56:36.430000+00:00,20200101025636
20200101025941,00,2020-01-01,02:59:41.510,17.9320,-66.8951,6,2.04,Md,6,6,2,PRELIMINAR,RSPR,I,UTC,0.31,0.80,0.09,217,B,DN,0,2020-01-01 02:59:41.510000+00:00,20200101025941
20200101030207,00,2020-01-01,03:02:07.910,17.8955,-66.8690,12,2.14,Md,7,7,10,PRELIMINAR,RSPR,I,UTC,1.37,1.73,0.30,235,C,DN,0,2020-01-01 03:02:07.910000+00:00,20200101030207
20200101030645,00,2020-01-01,03:06:45.310,17.8715,-66.8356,6,1.48,Md,4,4,10,PRELIMINAR,RSPR,I,UTC,1.07,2.05,0.34,318,C,DN,0,2020-01-01 03:06:45.310000+00:00,20200101030645
20200101030806,00,2020-01-01,03:08:06.510,17.8798,-66.8786,11,1.56,Md,3,3,10,PRELIMINAR,RSPR,I,UTC,5.08,1.94,0.13,333,B,DN,0,2020-01-01 03:08:06.510000+00:00,20200101030806
20200101031917,00,2020-01-01,03:19:17.160,17.9030,-66.8458,13,1.51,Md,3,3,10,PRELIMINAR,RSPR,I,UTC,10.45,16.64,0.25,330,D,DN,0,2020-01-01 03:19:17.160000+00:00,20200101031917
20200101032227,00,2020-01-01,03:22:27.470,17.8966,-66.8513,6,1.77,Md,4,4,10,PRELIMINAR,RSPR,I,UTC,0.34,0.89,0.04,310,B,DN,0,2020-01-01 03:22:27.470000+00:00,20200101032227
20200101033022,00,2020-01-01,03:30:22.070,17.9526,-66.8488,8,2.00,Md,6,6,2,PRELIMINAR,RSPR,I,UTC,1.43,1.74,0.41,208,C,DN,0,2020-01-01 03:30:22.070000+00:00,20200101033022
20200101033209,00,2020-01-01,03:32:09.100,17.9045,-66.5775,8,2.03,Md,5,5,10,PRELIMINAR,RSPR,I,UTC,6.11,1.12,0.16,290,C,DN,0,2020-01-01 03:32:09.100000+00:00,20200101033209
20200101033407,00,2020-01-01,03:34:07.340,17.9031,-66.8355,7,1.59,Md,4,4,10,PRELIMINAR,RSPR,I,UTC,0.90,2.14,0.25,319,C,DN,0,2020-01-01 03:34:07.340000+00:00,20200101033407
20200101033916,00,2020-01-01,03:39:16.360,17.9701,-66.4680,14,2.11,Md,8,8,2,PRELIMINAR,RSPR,I,UTC,1.67,1.54,0.41,198,C,DN,0,2020-01-01 03:39:16.360000+00:00,20200101033916
20200101034523,00,2020-01-01,03:45:23.880,19.2993,-67.2373,24,2.77,Md,5,5,22,PRELIMINAR,RSPR,I,UTC,23.25,8.10,0.33,339,C,DN,0,2020-01-01 03:45:23.880000+00:00,20200101034523
20200101034714,00,2020-01-01,03:47:14.210,19.2905,-67.9828,29,3.28,Md,8,8,20,PRELIMINAR,RSPR,I,UTC,27.91,4.14,0.36,329,C,DN,0,2020-01-01 03:47:14.210000+00:00,20200101034714
20200101034949,00,2020-01-01,03:49:49.730,17.8221,-66.9346,8,1.81,Md,3,3,10,PRELIMINAR,RSPR,I,UTC,12.25,1.93,0.12,340,C,DN,0,2020-01-01 03:49:49.730000+00:00,20200101034949
20200101035619,00,2020-01-01,03:56:19.140,17.9096,-66.8868,6,2.04,Md,6,6,10,PRELIMINAR,RSPR,I,UTC,0.35,0.88,0.11,229,B,DN,0,2020-01-01 03:56:19.140000+00:00,20200101035619
20200101040131,00,2020-01-01,04:01:31.600,19.0573,-67.7370,39,3.14,Md,7,7,20,PRELIMINAR,RSPR,I,UTC,26.61,5.45,0.44,325,C,DN,0,2020-01-01 04:01:31.600000+00:00,20200101040131
20200101040428,00,2020-01-01,04:04:28.570,17.9138,-66.8288,7,2.39,Md,6,6,10,PRELIMINAR,RSPR,I,UTC,0.30,0.93,0.06,228,B,DN,0,2020-01-01 04:04:28.570000+00:00,20200101040428
20200101040809,00,2020-01-01,04:08:09.910,17.9048,-66.8671,8,2.27,Md,7,7,10,PRELIMINAR,RSPR,I,UTC,3.92,0.97,0.11,230,B,DN,0,2020-01-01 04:08:09.910000+00:00,20200101040809
20200101041708,00,2020-01-01,04:17:08.500,17.9341,-66.8856,5,2.01,Md,3,3,2,PRELIMINAR,RSPR,I,UTC,0.49,1.42,0.16,276,C,DN,0,2020-01-01 04:17:08.500000+00:00,20200101041708
20200101042701,00,2020-01-01,04:27:01.350,17.8560,-66.9391,6,1.64,Md,3,3,10,PRELIMINAR,RSPR,I,UTC,1.27,3.00,0.06,336,B,DN,0,2020-01-01 04:27:01.350000+00:00,20200101042701
20200101044613,00,2020-01-01,04:46:13.130,17.8995,-66.5780,13,2.23,Md,7,7,10,PRELIMINAR,RSPR,I,UTC,0.36,0.54,0.08,209,B,DN,0,2020-01-01 04:46:13.130000+00:00,20200101044613
20200101044813,00,2020-01-01,04:48:13.980,19.2363,-67.1701,32,2.83,Md,4,4,22,PRELIMINAR,RSPR,I,UTC,7.86,11.85,0.15,357,C,DN,0,2020-01-01 04:48:13.980000+00:00,20200101044813
20200101050101,00,2020-01-01,05:01:01.060,17.8973,-66.9141,6,1.91,Md,4,4,10,PRELIMINAR,RSPR,I,UTC,0.39,1.09,0.04,278,B,DN,0,2020-01-01 05:01:01.060000+00:00,20200101050101
20200101050159,00,2020-01-01,05:01:59.110,19.2143,-67.2256,37,2.73,Md,3,3,22,PRELIMINAR,RSPR,I,UTC,15.10,17.08,0.29,358,D,DN,0,2020-01-01 05:01:59.110000+00:00,20200101050159
20200101050637,00,2020-01-01,05:06:37.880,17.9148,-66.8748,6,2.44,Md,12,12,10,PRELIMINAR,RSPR,I,UTC,0.38,0.77,0.19,226,C,DN,0,2020-01-01 05:06:37.880000+00:00,20200101050637
20200101051105,00,2020-01-01,05:11:05.640,17.8908,-66.8203,10,2.05,Md,8,8,10,PRELIMINAR,RSPR,I,UTC,1.87,1.39,0.27,238,C,DN,0,2020-01-01 05:11:05.640000+00:00,20200101051105
20200101051538,00,2020-01-01,05:15:38.080,17.9466,-66.9100,6,2.01,Md,5,5,2,PRELIMINAR,RSPR,I,UTC,0.35,0.95,0.10,210,B,DN,0,2020-01-01 05:15:38.080000+00:00,20200101051538
20200101052338,00,2020-01-01,05:23:38.810,17.9203,-66.9191,5,1.65,Md,4,4,2,PRELIMINAR,RSPR,I,UTC,1.33,3.11,0.28,259,C,DN,0,2020-01-01 05:23:38.810000+00:00,20200101052338
20200101053456,00,2020-01-01,05:34:56.460,19.4163,-66.1868,13,2.69,Md,4,4,23,PRELIMINAR,RSPR,I,UTC,10.72,7.74,0.20,310,C,DN,0,2020-01-01 05:34:56.460000+00:00,20200101053456
20200101054716,00,2020-01-01,05:47:16.910,17.9150,-66.8583,6,1.50,Md,4,4,10,PRELIMINAR,RSPR,I,UTC,0.60,1.62,0.23,306,C,DN,0,2020-01-01 05:47:16.910000+00:00,20200101054716
20200101054915,00,2020-01-01,05:49:15.570,17.9581,-66.8493,8,1.57,Md,3,3,2,PRELIMINAR,RSPR,I,UTC,1.05,4.60,0.10,333,B,DN,0,2020-01-01 05:49:15.570000+00:00,20200101054915
20200101055538,00,2020-01-01,05:55:38.810,17.9025,-66.8078,4,1.72,Md,4,4,10,PRELIMINAR,RSPR,I,UTC,4.02,2.69,0.43,330,C,DN,0,2020-01-01 05:55:38.810000+00:00,20200101055538
20200101060035,00,2020-01-01,06:00:35.160,17.9226,-66.8193,7,1.97,Md,5,5,10,PRELIMINAR,RSPR,I,UTC,0.86,1.92,0.31,275,C,DN,0,2020-01-01 06:00:35.160000+00:00,20200101060035
20200101060245,00,2020-01-01,06:02:45.540,17.9080,-66.8831,3,1.48,Md,3,3,10,PRELIMINAR,RSPR,I,UTC,12.25,1.59,0.13,289,C,DN,0,2020-01-01 06:02:45.540000+00:00,20200101060245
20200101060302,00,2020-01-01,06:03:02.120,17.8861,-66.5831,12,1.85,Md,7,7,10,PRELIMINAR,RSPR,I,UTC,0.46,0.72,0.08,256,B,DN,0,2020-01-01 06:03:02.120000+00:00,20200101060302
20200101060511,00,2020-01-01,06:05:11.960,17.8898,-66.8876,4,1.59,Md,4,4,10,PRELIMINAR,RSPR,I,UTC,0.47,1.10,0.06,294,B,DN,0,2020-01-01 06:05:11.960000+00:00,20200101060511
20200101061156,00,2020-01-01,06:11:56.100,17.9128,-66.9803,7,1.74,Md,3,3,2,PRELIMINAR,RSPR,I,UTC,0.32,0.93,0.05,328,B,DN,0,2020-01-01 06:11:56.100000+00:00,20200101061156
20200101061236,00,2020-01-01,06:12:36.140,17.9283,-66.5935,13,2.30,Md,7,7,10,PRELIMINAR,RSPR,I,UTC,0.60,0.86,0.16,203,C,DN,0,2020-01-01 06:12:36.140000+00:00,20200101061236
20200101061504,00,2020-01-01,06:15:04.920,17.8753,-66.9540,8,1.22,Md,3,3,10,PRELIMINAR,RSPR,I,UTC,8.50,1.35,0.10,334,B,DN,0,2020-01-01 06:15:04.920000+00:00,20200101061504
20200101061541,00,2020-01-01,06:15:46.480,17.9188,-66.8263,6,2.68,Md,12,12,10,PRELIMINAR,RSPR,I,UTC,0.39,0.63,0.13,211,B,DN,0,2020-01-01 06:15:46.480000+00:00,20200101061546
20200101062332,00,2020-01-01,06:23:31.680,17.9415,-66.8463,3,3.09,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,0.48,0.68,0.14,202,B,DN,0,2020-01-01 06:23:31.680000+00:00,20200101062331
20200101063005,00,2020-01-01,06:30:05.070,17.8991,-66.9201,7,1.68,Md,3,3,10,PRELIMINAR,RSPR,I,UTC,1.03,2.73,0.29,330,C,DN,0,2020-01-01 06:30:05.070000+00:00,20200101063005
20200101063120,00,2020-01-01,06:31:20.240,17.8798,-66.9548,7,1.74,Md,3,3,10,PRELIMINAR,RSPR,I,UTC,0.37,1.07,0.05,333,B,DN,0,2020-01-01 06:31:20.240000+00:00,20200101063120
20200101063306,00,2020-01-01,06:33:06.660,17.9318,-66.8861,5,1.52,Md,3,3,2,PRELIMINAR,RSPR,I,UTC,0.46,0.99,0.08,277,B,DN,0,2020-01-01 06:33:06.660000+00:00,20200101063306
20200101063534,00,2020-01-01,06:35:34.050,17.8966,-66.8696,9,1.89,Md,8,8,10,PRELIMINAR,RSPR,I,UTC,1.00,1.03,0.18,235,C,DN,0,2020-01-01 06:35:34.050000+00:00,20200101063534
20200101063702,00,2020-01-01,06:37:02.750,17.9076,-66.8688,6,2.38,Md,14,14,10,PRELIMINAR,RSPR,I,UTC,0.31,0.67,0.16,218,C,DN,0,2020-01-01 06:37:02.750000+00:00,20200101063702
20200101064034,00,2020-01-01,06:40:34.780,17.8921,-66.9036,6,2.27,Md,7,7,10,PRELIMINAR,RSPR,I,UTC,0.37,0.88,0.08,238,B,DN,0,2020-01-01 06:40:34.780000+00:00,20200101064034
20200101064504,00,2020-01-01,06:45:04.950,17.9045,-66.8746,5,2.42,Md,8,8,10,PRELIMINAR,RSPR,I,UTC,0.47,1.02,0.12,231,B,DN,0,2020-01-01 06:45:04.950000+00:00,20200101064504
20200101065442,00,2020-01-01,06:54:42.800,17.8823,-66.8425,6,1.95,Md,5,5,10,PRELIMINAR,RSPR,I,UTC,0.43,1.02,0.06,241,B,DN,0,2020-01-01 06:54:42.800000+00:00,20200101065442
20200101065927,00,2020-01-01,06:59:27.770,17.9411,-66.9303,3,2.08,Md,3,3,2,PRELIMINAR,RSPR,I,UTC,3.76,0.69,0.05,230,B,DN,0,2020-01-01 06:59:27.770000+00:00,20200101065927
20200101070641,00,2020-01-01,07:06:41.230,17.8948,-66.9198,10,1.71,Md,3,3,10,PRELIMINAR,RSPR,I,UTC,4.78,1.04,0.09,331,B,DN,0,2020-01-01 07:06:41.230000+00:00,20200101070641
20200101072222,00,2020-01-01,07:22:22.450,17.8851,-66.5731,8,1.67,Md,4,4,10,PRELIMINAR,RSPR,I,UTC,15.14,1.52,0.17,292,C,DN,0,2020-01-01 07:22:22.450000+00:00,20200101072222
20200101072410,00,2020-01-01,07:24:10.750,17.9076,-66.9040,3,1.88,Md,4,4,10,PRELIMINAR,RSPR,I,UTC,5.74,1.68,0.25,276,C,DN,0,2020-01-01 07:24:10.750000+00:00,20200101072410
20200101072746,00,2020-01-01,07:27:46.890,17.8995,-66.8348,8,1.71,Md,3,3,10,PRELIMINAR,RSPR,I,UTC,14.36,1.57,0.14,330,C,DN,0,2020-01-01 07:27:46.890000+00:00,20200101072746
20200101073547,00,2020-01-01,07:35:47.730,19.3145,-67.1425,39,2.23,Md,3,3,22,PRELIMINAR,RSPR,I,UTC,29.37,5.36,0.38,325,C,DN,0,2020-01-01 07:35:47.730000+00:00,20200101073547
20200101074242,00,2020-01-01,07:42:43.220,17.9178,-66.8755,6,2.80,Md,14,14,10,PRELIMINAR,RSPR,I,UTC,0.31,0.59,0.09,214,B,DN,0,2020-01-01 07:42:43.220000+00:00,20200101074243
20200101074937,00,2020-01-01,07:49:37.100,17.8885,-66.8305,8,2.12,Md,4,4,10,PRELIMINAR,RSPR,I,UTC,1.89,0.83,0.09,320,B,DN,0,2020-01-01 07:49:37.100000+00:00,20200101074937
20200101080641,00,2020-01-01,08:06:41.360,17.8896,-66.8755,13,2.63,Md,10,10,10,PRELIMINAR,RSPR,I,UTC,1.75,1.92,0.34,238,C,DN,0,2020-01-01 08:06:41.360000+00:00,20200101080641
20200101082012,00,2020-01-01,08:20:12.220,17.9086,-66.9106,8,2.07,Md,6,6,10,PRELIMINAR,RSPR,I,UTC,1.23,1.00,0.20,231,C,DN,0,2020-01-01 08:20:12.220000+00:00,20200101082012
20200101082242,00,2020-01-01,08:22:42.770,17.9273,-66.8478,7,2.69,Md,9,9,10,PRELIMINAR,RSPR,I,UTC,0.48,1.05,0.22,209,C,DN,0,2020-01-01 08:22:42.770000+00:00,20200101082242
20200101082527,00,2020-01-01,08:25:27.280,17.8833,-66.9393,14,0.00,Md,3,3,10,PRELIMINAR,RSPR,I,UTC,1.62,1.83,0.14,333,B,DN,0,2020-01-01 08:25:27.280000+00:00,20200101082527
20200101083550,00,2020-01-01,08:35:50.870,17.8880,-66.8935,7,2.18,Md,4,4,10,PRELIMINAR,RSPR,I,UTC,0.83,1.23,0.04,292,B,DN,0,2020-01-01 08:35:50.870000+00:00,20200101083550
20200101083745,02,2020-01-01,08:37:43.150,19.0625,-67.7611,25,3.53,Md,14,14,20,ACTUALIZADA,RSPR,II,UTC,29.43,2.62,0.47,316,C,DN,0,2020-01-01 08:37:43.150000+00:00,20200101083743
20200101083949,00,2020-01-01,08:39:49.430,19.0118,-67.9766,33,0.00,Md,9,9,20,PRELIMINAR,RSPR,I,UTC,10.82,1.66,0.18,328,C,DN,0,2020-01-01 08:39:49.430000+00:00,20200101083949
20200101084102,00,2020-01-01,08:41:02.660,19.1998,-67.7586,30,2.93,Md,3,3,20,PRELIMINAR,RSPR,I,UTC,16.46,3.64,0.18,344,C,DN,0,2020-01-01 08:41:02.660000+00:00,20200101084102
20200101084236,00,2020-01-01,08:42:36.670,19.2206,-68.0718,40,0.00,Md,10,10,20,PRELIMINAR,RSPR,I,UTC,20.13,3.08,0.30,334,C,DN,0,2020-01-01 08:42:36.670000+00:00,20200101084236
