ID,BULLETIN NUM,DATE,TIME,LAT,LON,DEPTH,MAGNITUDE,MAG TYPE,STATIONS,PHASES,FE REGION,STATUS,NETWORK,INTENSITY,TIMEZONE,ERZ,ERH,RMS,GAP,QUALITY,SOURCE,PRSN ID,datetime,time_id
20200117113623,00,2020-01-17,11:36:25.580,17.9048,-66.8511,14,2.27,Ml,10,10,10,PRELIMINAR,RSPR,I,UTC,0.99,1.73,0.32,234,C,DN,0,2020-01-17 11:36:25.580000+00:00,20200117113625
20200117125217,02,2020-01-17,12:52:17.300,17.9790,-67.0375,7,3.93,Ml,12,12,9,ACTUALIZADA,RSPR,V,UTC,0.68,1.34,0.23,223,C,DN,0,2020-01-17 12:52:17.300000+00:00,20200117125217
20200117130307,01,2020-01-17,13:03:07.660,17.9173,-66.6401,6,2.78,Ml,13,13,10,ACTUALIZADA,RSPR,III,UTC,0.46,0.75,0.16,209,C,DN,0,2020-01-17 13:03:07.660000+00:00,20200117130307
20200117131429,00,2020-01-17,13:14:36.070,17.9546,-66.9281,15,2.34,Md,10,10,2,PRELIMINAR,RSPR,I,UTC,0.45,0.62,0.14,214,B,DN,0,2020-01-17 13:14:36.070000+00:00,20200117131436
20200117131919,00,2020-01-17,13:19:20.640,17.8855,-66.8220,11,2.03,Ml,9,9,10,PRELIMINAR,RSPR,I,UTC,0.94,1.45,0.28,242,C,DN,0,2020-01-17 13:19:20.640000+00:00,20200117131920
20200117132851,00,2020-01-17,13:28:49.140,17.9755,-66.8733,12,2.29,Md,12,12,2,PRELIMINAR,RSPR,I,UTC,0.60,0.96,0.14,192,B,DN,0,2020-01-17 13:28:49.140000+00:00,20200117132849
20200117134119,00,2020-01-17,13:41:19.220,17.9846,-67.0298,7,2.03,Md,11,11,9,PRELIMINAR,RSPR,I,UTC,0.49,0.89,0.09,193,B,DN,0,2020-01-17 13:41:19.220000+00:00,20200117134119
20200117141806,00,2020-01-17,14:18:06.270,17.8471,-66.8353,5,2.40,Md,13,13,10,PRELIMINAR,RSPR,I,UTC,0.36,0.63,0.12,235,B,DN,0,2020-01-17 14:18:06.270000+00:00,20200117141806
20200117143207,00,2020-01-17,14:32:06.790,17.9408,-66.9078,9,2.70,Md,10,10,2,PRELIMINAR,RSPR,I,UTC,0.49,0.68,0.15,219,B,DN,0,2020-01-17 14:32:06.790000+00:00,20200117143206
20200117144913,00,2020-01-17,14:49:17.400,17.8765,-66.9075,8,2.31,Md,9,9,10,PRELIMINAR,RSPR,I,UTC,1.44,0.90,0.14,245,B,DN,0,2020-01-17 14:49:17.400000+00:00,20200117144917
20200117150105,00,2020-01-17,15:01:06.970,17.9213,-66.7843,7,3.04,Md,13,13,10,PRELIMINAR,RSPR,I,UTC,0.38,0.69,0.19,214,C,DN,0,2020-01-17 15:01:06.970000+00:00,20200117150106
20200117151316,00,2020-01-17,15:13:17.440,17.9753,-66.7776,6,3.03,Md,12,12,2,PRELIMINAR,RSPR,I,UTC,0.28,0.65,0.13,193,B,DN,0,2020-01-17 15:13:17.440000+00:00,20200117151317
20200117161605,00,2020-01-17,16:16:09.190,17.9860,-66.7873,15,2.83,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,0.87,0.54,0.18,186,C,DN,0,2020-01-17 16:16:09.190000+00:00,20200117161609
20200117162532,00,2020-01-17,16:25:36.700,17.8861,-66.8493,10,2.59,Ml,13,13,10,PRELIMINAR,RSPR,I,UTC,0.54,0.62,0.13,225,B,DN,0,2020-01-17 16:25:36.700000+00:00,20200117162536
20200117164531,00,2020-01-17,16:45:32.150,17.9028,-66.8351,12,2.34,Md,13,13,10,PRELIMINAR,RSPR,I,UTC,0.47,1.11,0.20,220,C,DN,0,2020-01-17 16:45:32.150000+00:00,20200117164532
20200117173806,00,2020-01-17,17:38:13.720,17.9185,-66.8435,12,2.25,Md,11,11,10,PRELIMINAR,RSPR,I,UTC,0.53,1.45,0.19,229,C,DN,0,2020-01-17 17:38:13.720000+00:00,20200117173813
20200117174316,00,2020-01-17,17:43:14.390,17.9913,-66.8130,13,2.57,Md,12,12,2,PRELIMINAR,RSPR,I,UTC,0.84,1.12,0.19,181,C,DN,0,2020-01-17 17:43:14.390000+00:00,20200117174314
20200117175150,00,2020-01-17,17:51:55.240,18.0048,-66.8316,15,1.72,Md,8,8,2,PRELIMINAR,RSPR,I,UTC,1.37,0.82,0.19,158,B,DN,0,2020-01-17 17:51:55.240000+00:00,20200117175155
20200117175236,00,2020-01-17,17:52:37.410,17.9623,-66.8263,14,2.47,Md,12,12,2,PRELIMINAR,RSPR,I,UTC,0.60,0.55,0.10,204,B,DN,0,2020-01-17 17:52:37.410000+00:00,20200117175237
20200117184202,00,2020-01-17,18:42:03.310,17.8328,-66.9128,4,2.81,Md,13,13,10,PRELIMINAR,RSPR,I,UTC,0.42,0.61,0.12,259,B,DN,0,2020-01-17 18:42:03.310000+00:00,20200117184203
20200117194007,00,2020-01-17,19:40:08.960,17.9103,-66.8533,14,3.51,Md,12,12,10,PRELIMINAR,RSPR,I,UTC,0.59,1.10,0.14,219,B,DN,0,2020-01-17 19:40:08.960000+00:00,20200117194008
20200117194812,02,2020-01-17,19:48:12.880,17.9991,-66.7556,10,3.74,Ml,17,17,2,ACTUALIZADA,RSPR,V,UTC,0.85,0.68,0.20,179,B,DN,0,2020-01-17 19:48:12.880000+00:00,20200117194812
20200117203026,00,2020-01-17,20:30:24.450,17.8616,-66.8325,11,2.38,Md,13,13,10,PRELIMINAR,RSPR,I,UTC,0.48,0.72,0.13,242,B,DN,0,2020-01-17 20:30:24.450000+00:00,20200117203024
20200117205734,00,2020-01-17,20:57:31.010,17.9440,-66.9160,11,2.20,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,0.36,0.67,0.12,213,B,DN,0,2020-01-17 20:57:31.010000+00:00,20200117205731
20200117210148,00,2020-01-17,21:01:54.820,17.8168,-66.8596,11,2.42,Md,13,13,10,PRELIMINAR,RSPR,I,UTC,0.52,0.84,0.15,243,B,DN,0,2020-01-17 21:01:54.820000+00:00,20200117210154
20200117211224,00,2020-01-17,21:12:24.760,17.9133,-67.0233,9,2.78,Md,11,11,9,PRELIMINAR,RSPR,I,UTC,1.22,0.89,0.30,247,C,DN,0,2020-01-17 21:12:24.760000+00:00,20200117211224
20200117214049,00,2020-01-17,21:40:57.160,17.9648,-66.7320,12,2.65,Md,10,10,2,PRELIMINAR,RSPR,I,UTC,0.37,0.59,0.10,218,B,DN,0,2020-01-17 21:40:57.160000+00:00,20200117214057
20200117215412,00,2020-01-17,21:54:10.010,17.9821,-66.7303,9,2.74,Md,10,10,2,PRELIMINAR,RSPR,I,UTC,1.41,0.63,0.22,189,C,DN,0,2020-01-17 21:54:10.010000+00:00,20200117215410
20200117220235,02,2020-01-17,22:02:36.240,17.9700,-66.7666,9,4.3,Ml,17,17,2,ACTUALIZADA,RSPR,V,UTC,1.08,0.74,0.21,195,C,DN,0,2020-01-17 22:02:36.240000+00:00,20200117220236
20200117221223,00,2020-01-17,22:12:38.440,17.9895,-66.7635,11,2.73,Md,12,12,2,PRELIMINAR,RSPR,I,UTC,1.04,0.76,0.34,185,C,DN,0,2020-01-17 22:12:38.440000+00:00,20200117221238
20200117223131,00,2020-01-17,22:31:34.950,17.9910,-66.8075,14,2.22,Md,12,12,2,PRELIMINAR,RSPR,I,UTC,1.14,0.77,0.24,183,C,DN,0,2020-01-17 22:31:34.950000+00:00,20200117223134
20200117223546,00,2020-01-17,22:35:44.930,17.9610,-66.8315,14,2.52,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,1.09,0.93,0.33,204,C,DN,0,2020-01-17 22:35:44.930000+00:00,20200117223544
20200117224339,00,2020-01-17,22:43:48.900,17.9036,-66.9678,9,2.87,Md,12,12,10,PRELIMINAR,RSPR,I,UTC,1.22,1.16,0.21,240,C,DN,0,2020-01-17 22:43:48.900000+00:00,20200117224348
20200117235129,00,2020-01-17,23:51:31.980,17.8825,-66.8418,13,2.83,Md,13,13,10,PRELIMINAR,RSPR,I,UTC,0.42,0.94,0.10,226,B,DN,0,2020-01-17 23:51:31.980000+00:00,20200117235131
20200118000319,00,2020-01-18,00:03:19.740,17.9803,-66.7945,14,2.50,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,0.98,0.63,0.22,190,C,DN,0,2020-01-18 00:03:19.740000+00:00,20200118000319
20200118000852,00,2020-01-18,00:08:53.510,17.9800,-66.7553,10,2.71,Md,12,12,2,PRELIMINAR,RSPR,I,UTC,0.52,0.36,0.10,191,B,DN,0,2020-01-18 00:08:53.510000+00:00,20200118000853
20200118001321,00,2020-01-18,00:13:33.080,17.9615,-66.7655,9,2.80,Md,11,11,2,PRELIMINAR,RSPR,I,UTC,0.68,0.45,0.11,217,B,DN,0,2020-01-18 00:13:33.080000+00:00,20200118001333
20200118002740,00,2020-01-18,00:27:42.370,17.8715,-66.8505,10,2.85,Md,13,13,10,PRELIMINAR,RSPR,I,UTC,0.45,0.60,0.11,229,B,DN,0,2020-01-18 00:27:42.370000+00:00,20200118002742
20200118010541,00,2020-01-18,01:05:41.880,17.9005,-67.0290,8,2.84,Md,13,13,10,PRELIMINAR,RSPR,I,UTC,0.92,0.66,0.17,249,C,DN,0,2020-01-18 01:05:41.880000+00:00,20200118010541
20200118011920,00,2020-01-18,01:19:26.170,17.8956,-66.8371,11,2.72,Md,8,8,10,PRELIMINAR,RSPR,I,UTC,1.43,2.34,0.52,238,D,DN,0,2020-01-18 01:19:26.170000+00:00,20200118011926
20200118013508,00,2020-01-18,01:35:21.350,17.9268,-66.7831,6,2.82,Md,13,13,10,PRELIMINAR,RSPR,I,UTC,0.46,0.69,0.21,213,C,DN,0,2020-01-18 01:35:21.350000+00:00,20200118013521
20200118014139,00,2020-01-18,01:41:42.120,17.9475,-66.8523,11,2.62,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,0.34,0.75,0.14,208,B,DN,0,2020-01-18 01:41:42.120000+00:00,20200118014142
20200118014527,00,2020-01-18,01:45:24.590,18.0250,-66.8630,11,2.73,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,0.80,0.59,0.23,113,A,DN,0,2020-01-18 01:45:24.590000+00:00,20200118014524
20200118014620,00,2020-01-18,01:46:22.490,17.9425,-66.8961,9,2.87,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,0.39,0.55,0.10,212,B,DN,0,2020-01-18 01:46:22.490000+00:00,20200118014622
20200118014943,00,2020-01-18,01:49:44.580,17.9425,-66.9360,9,2.97,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,0.37,0.51,0.12,215,B,DN,0,2020-01-18 01:49:44.580000+00:00,20200118014944
20200118015416,00,2020-01-18,01:54:23.980,17.9388,-66.8970,10,2.75,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,0.44,0.67,0.19,213,C,DN,0,2020-01-18 01:54:23.980000+00:00,20200118015423
20200118021056,00,2020-01-18,02:10:57.700,17.9383,-66.8271,12,2.70,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,0.31,0.65,0.10,211,B,DN,0,2020-01-18 02:10:57.700000+00:00,20200118021057
20200118021808,00,2020-01-18,02:18:08.580,17.9178,-66.8253,10,2.64,Md,13,13,10,PRELIMINAR,RSPR,I,UTC,0.89,1.06,0.30,216,C,DN,0,2020-01-18 02:18:08.580000+00:00,20200118021808
20200118022626,00,2020-01-18,02:26:29.320,17.8985,-66.7005,6,2.58,Md,13,13,10,PRELIMINAR,RSPR,I,UTC,0.57,1.03,0.27,213,C,DN,0,2020-01-18 02:26:29.320000+00:00,20200118022629
20200118023448,00,2020-01-18,02:34:48.090,17.9313,-66.8251,10,2.57,Md,13,13,10,PRELIMINAR,RSPR,I,UTC,0.41,0.49,0.15,212,B,DN,0,2020-01-18 02:34:48.090000+00:00,20200118023448
20200118025900,02,2020-01-18,02:59:04.120,17.9558,-66.8746,10,2.42,Md,13,13,2,ACTUALIZADA,RSPR,I,UTC,0.58,0.97,0.30,206,C,DN,0,2020-01-18 02:59:04.120000+00:00,20200118025904
20200118032358,00,2020-01-18,03:23:56.450,17.9936,-66.8550,9,2.30,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,0.64,0.62,0.22,153,B,DN,0,2020-01-18 03:23:56.450000+00:00,20200118032356
20200118033952,00,2020-01-18,03:39:53.290,17.9378,-66.8653,15,2.84,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,0.72,1.03,0.32,212,C,DN,0,2020-01-18 03:39:53.290000+00:00,20200118033953
20200118041149,00,2020-01-18,04:11:50.890,17.9826,-66.7716,6,2.90,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,0.39,0.77,0.18,189,C,DN,0,2020-01-18 04:11:50.890000+00:00,20200118041150
20200118043613,00,2020-01-18,04:36:14.980,17.9340,-66.9633,7,3.1,Ml,13,13,2,PRELIMINAR,RSPR,I,UTC,0.51,1.01,0.18,221,C,DN,0,2020-01-18 04:36:14.980000+00:00,20200118043614
20200118045846,00,2020-01-18,04:58:59.920,17.9395,-66.9525,6,2.04,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,0.57,0.95,0.15,217,B,DN,0,2020-01-18 04:58:59.920000+00:00,20200118045859
20200118050311,00,2020-01-18,05:03:14.040,17.8353,-66.8570,5,3.06,Md,13,13,10,PRELIMINAR,RSPR,I,UTC,0.52,0.73,0.22,239,C,DN,0,2020-01-18 05:03:14.040000+00:00,20200118050314
20200118051646,00,2020-01-18,05:16:48.570,17.9951,-66.7485,10,2.65,Md,12,12,2,PRELIMINAR,RSPR,I,UTC,1.28,0.80,0.32,183,C,DN,0,2020-01-18 05:16:48.570000+00:00,20200118051648
20200118055139,00,2020-01-18,05:51:39.570,17.8691,-66.8276,5,2.75,Md,13,13,10,PRELIMINAR,RSPR,I,UTC,0.39,0.52,0.13,228,B,DN,0,2020-01-18 05:51:39.570000+00:00,20200118055139
20200118055934,00,2020-01-18,05:59:39.140,17.9736,-66.8000,8,2.86,Md,9,9,2,PRELIMINAR,RSPR,I,UTC,1.70,1.18,0.33,198,C,DN,0,2020-01-18 05:59:39.140000+00:00,20200118055939
20200118061828,00,2020-01-18,06:18:28.390,17.9078,-66.8495,12,2.93,Md,13,13,10,PRELIMINAR,RSPR,I,UTC,0.60,1.26,0.32,220,C,DN,0,2020-01-18 06:18:28.390000+00:00,20200118061828
20200118065912,02,2020-01-18,06:59:12.590,18.0000,-66.7378,5,4.01,Md,13,13,2,ACTUALIZADA,RSPR,V,UTC,1.02,0.96,0.29,182,C,DN,0,2020-01-18 06:59:12.590000+00:00,20200118065912
20200118071511,00,2020-01-18,07:15:12.550,17.9565,-66.9246,10,2.64,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,0.39,0.57,0.16,208,C,DN,0,2020-01-18 07:15:12.550000+00:00,20200118071512
20200118080350,00,2020-01-18,08:03:48.720,18.0166,-66.8285,16,1.74,Md,5,5,2,PRELIMINAR,RSPR,I,UTC,1.42,1.04,0.25,148,C,DN,0,2020-01-18 08:03:48.720000+00:00,20200118080348
20200118081135,00,2020-01-18,08:11:37.350,17.9138,-66.9078,10,2.72,Md,13,13,10,PRELIMINAR,RSPR,I,UTC,0.54,0.83,0.19,222,C,DN,0,2020-01-18 08:11:37.350000+00:00,20200118081137
20200118083405,02,2020-01-18,08:34:06.370,17.9248,-66.9053,8,3.73,Md,12,12,2,ACTUALIZADA,RSPR,V,UTC,0.69,0.93,0.20,218,C,DN,0,2020-01-18 08:34:06.370000+00:00,20200118083406
20200118083754,00,2020-01-18,08:38:00.710,18.0158,-66.7413,5,2.87,Md,11,11,2,PRELIMINAR,RSPR,I,UTC,0.57,0.59,0.14,173,A,DN,0,2020-01-18 08:38:00.710000+00:00,20200118083800
20200118084435,02,2020-01-18,08:44:35.910,17.9803,-66.7418,6,3.8,Ml,14,14,2,ACTUALIZADA,RSPR,V,UTC,0.57,1.05,0.21,192,C,DN,0,2020-01-18 08:44:35.910000+00:00,20200118084435
20200118084716,00,2020-01-18,08:47:16.270,17.9431,-66.9018,8,3.54,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,1.06,0.98,0.31,210,C,DN,0,2020-01-18 08:47:16.270000+00:00,20200118084716
20200118085303,00,2020-01-18,08:53:07.290,17.9621,-66.8353,14,2.20,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,0.94,0.93,0.33,203,C,DN,0,2020-01-18 08:53:07.290000+00:00,20200118085307
20200118090748,00,2020-01-18,09:07:56.000,18.0158,-66.7381,5,3.13,Md,10,10,2,PRELIMINAR,RSPR,I,UTC,1.06,1.17,0.30,174,B,DN,0,2020-01-18 09:07:56+00:00,20200118090756
20200118093316,00,2020-01-18,09:33:18.730,17.9770,-66.8248,11,2.81,Md,12,12,2,PRELIMINAR,RSPR,I,UTC,1.00,1.18,0.40,197,C,DN,0,2020-01-18 09:33:18.730000+00:00,20200118093318
20200118101515,00,2020-01-18,10:15:26.880,17.9348,-66.8390,12,2.38,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,0.62,1.37,0.31,212,C,DN,0,2020-01-18 10:15:26.880000+00:00,20200118101526
20200118102205,00,2020-01-18,10:22:09.040,17.9570,-66.8505,16,3.05,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,0.53,0.75,0.19,206,C,DN,0,2020-01-18 10:22:09.040000+00:00,20200118102209
20200118110505,00,2020-01-18,11:05:05.790,17.9711,-66.7486,13,2.43,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,0.54,1.15,0.29,196,C,DN,0,2020-01-18 11:05:05.790000+00:00,20200118110505
20200118111610,00,2020-01-18,11:16:10.250,17.9831,-66.8453,10,2.39,Md,12,12,2,PRELIMINAR,RSPR,I,UTC,0.58,0.61,0.17,182,C,DN,0,2020-01-18 11:16:10.250000+00:00,20200118111610
20200118111857,02,2020-01-18,11:18:57.680,17.9971,-66.7465,13,3.15,Md,13,13,2,ACTUALIZADA,RSPR,V,UTC,0.50,0.84,0.19,183,C,DN,0,2020-01-18 11:18:57.680000+00:00,20200118111857
20200118112831,00,2020-01-18,11:28:34.450,18.0105,-66.7648,14,2.55,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,0.62,0.33,0.12,173,A,DN,0,2020-01-18 11:28:34.450000+00:00,20200118112834
20200118113934,00,2020-01-18,11:39:37.180,17.9438,-66.7206,8,2.81,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,1.66,0.80,0.27,204,C,DN,0,2020-01-18 11:39:37.180000+00:00,20200118113937
20200118114310,00,2020-01-18,11:43:08.590,17.9896,-66.7611,15,2.58,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,0.78,0.52,0.19,185,C,DN,0,2020-01-18 11:43:08.590000+00:00,20200118114308
20200118114649,00,2020-01-18,11:46:46.570,17.9921,-66.7018,6,2.76,Md,12,12,2,PRELIMINAR,RSPR,I,UTC,0.61,0.93,0.26,186,C,DN,0,2020-01-18 11:46:46.570000+00:00,20200118114646
20200118115506,00,2020-01-18,11:55:11.040,17.8673,-66.8541,10,2.47,Ml,9,9,10,PRELIMINAR,RSPR,I,UTC,0.75,1.12,0.16,247,C,DN,0,2020-01-18 11:55:11.040000+00:00,20200118115511
20200118120927,00,2020-01-18,12:09:28.780,17.9985,-66.7570,11,2.86,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,0.95,0.94,0.38,181,C,DN,0,2020-01-18 12:09:28.780000+00:00,20200118120928
20200118121708,00,2020-01-18,12:17:11.890,17.9505,-66.8935,10,2.55,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,0.61,0.96,0.27,209,C,DN,0,2020-01-18 12:17:11.890000+00:00,20200118121711
20200118122321,00,2020-01-18,12:23:23.980,17.9293,-66.8485,7,2.23,Md,11,11,10,PRELIMINAR,RSPR,I,UTC,0.22,0.66,0.14,225,B,DN,0,2020-01-18 12:23:23.980000+00:00,20200118122323
20200118130944,00,2020-01-18,13:09:47.690,17.9310,-66.8148,10,2.38,Md,13,13,10,PRELIMINAR,RSPR,I,UTC,0.42,0.69,0.10,212,B,DN,0,2020-01-18 13:09:47.690000+00:00,20200118130947
20200118132908,02,2020-01-18,13:29:09.200,17.9240,-66.6573,5,2.95,Md,13,13,10,ACTUALIZADA,RSPR,III,UTC,0.54,0.67,0.20,207,C,DN,0,2020-01-18 13:29:09.200000+00:00,20200118132909
20200118135055,00,2020-01-18,13:50:58.440,17.9083,-66.9345,12,2.57,Md,13,13,10,PRELIMINAR,RSPR,I,UTC,0.44,0.79,0.10,227,B,DN,0,2020-01-18 13:50:58.440000+00:00,20200118135058
20200118143026,00,2020-01-18,14:30:25.390,17.9735,-66.7248,8,3.08,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,1.92,0.81,0.21,196,C,DN,0,2020-01-18 14:30:25.390000+00:00,20200118143025
20200118145737,00,2020-01-18,14:57:39.260,18.0151,-66.7450,10,2.46,Md,12,12,2,PRELIMINAR,RSPR,I,UTC,1.05,0.56,0.27,175,B,DN,0,2020-01-18 14:57:39.260000+00:00,20200118145739
20200118152728,02,2020-01-18,15:27:29.090,17.9898,-66.7616,15,3.21,Md,13,13,2,ACTUALIZADA,RSPR,IV,UTC,0.70,0.79,0.21,185,C,DN,0,2020-01-18 15:27:29.090000+00:00,20200118152729
20200118163333,00,2020-01-18,16:33:33.260,17.8906,-66.8118,6,2.10,Md,11,11,10,PRELIMINAR,RSPR,I,UTC,0.47,1.06,0.22,235,C,DN,0,2020-01-18 16:33:33.260000+00:00,20200118163333
20200118165305,00,2020-01-18,16:53:16.070,17.8373,-66.8516,14,2.09,Md,11,11,10,PRELIMINAR,RSPR,I,UTC,0.87,1.07,0.13,257,B,DN,0,2020-01-18 16:53:16.070000+00:00,20200118165316
20200118165700,02,2020-01-18,16:57:01.830,17.9171,-66.8448,8,3.51,Md,13,13,10,ACTUALIZADA,RSPR,IV,UTC,1.10,1.21,0.29,214,C,DN,0,2020-01-18 16:57:01.830000+00:00,20200118165701
20200118170654,00,2020-01-18,17:06:56.200,17.9621,-66.8298,10,2.86,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,0.49,0.73,0.15,204,B,DN,0,2020-01-18 17:06:56.200000+00:00,20200118170656
20200118174228,00,2020-01-18,17:42:29.600,17.8896,-66.8393,11,2.46,Ml,12,12,10,PRELIMINAR,RSPR,I,UTC,0.51,0.86,0.14,224,B,DN,0,2020-01-18 17:42:29.600000+00:00,20200118174229
20200118180328,00,2020-01-18,18:03:44.530,17.8916,-66.8468,14,2.85,Md,12,12,10,PRELIMINAR,RSPR,I,UTC,0.77,0.81,0.21,235,C,DN,0,2020-01-18 18:03:44.530000+00:00,20200118180344
20200118181309,02,2020-01-18,18:13:08.900,18.0251,-66.7856,13,3.23,Md,13,13,2,ACTUALIZADA,RSPR,IV,UTC,1.05,1.08,0.25,157,B,DN,0,2020-01-18 18:13:08.900000+00:00,20200118181308
20200118181851,00,2020-01-18,18:18:51.550,18.0188,-66.7665,15,2.03,Md,5,5,2,PRELIMINAR,RSPR,I,UTC,1.41,0.66,0.13,167,B,DN,0,2020-01-18 18:18:51.550000+00:00,20200118181851
20200118182310,00,2020-01-18,18:23:10.330,17.9001,-66.8451,10,2.45,Md,12,12,10,PRELIMINAR,RSPR,I,UTC,0.58,0.83,0.17,221,C,DN,0,2020-01-18 18:23:10.330000+00:00,20200118182310
20200118182658,00,2020-01-18,18:27:01.670,17.7495,-66.8740,17,2.65,Md,11,11,10,PRELIMINAR,RSPR,I,UTC,3.29,4.94,1.08,250,D,DN,0,2020-01-18 18:27:01.670000+00:00,20200118182701
20200118182956,00,2020-01-18,18:29:34.030,17.8776,-66.8423,3,2.61,Md,12,12,10,PRELIMINAR,RSPR,I,UTC,0.50,0.99,0.18,238,C,DN,0,2020-01-18 18:29:34.030000+00:00,20200118182934
20200118183450,00,2020-01-18,18:34:51.160,17.8488,-66.8651,12,2.58,Md,13,13,10,PRELIMINAR,RSPR,I,UTC,0.67,1.04,0.17,236,C,DN,0,2020-01-18 18:34:51.160000+00:00,20200118183451
20200118183659,00,2020-01-18,18:36:59.680,17.9025,-66.8403,11,2.93,Md,13,13,10,PRELIMINAR,RSPR,I,UTC,0.43,0.77,0.14,220,B,DN,0,2020-01-18 18:36:59.680000+00:00,20200118183659
20200118191943,00,2020-01-18,19:19:45.370,17.8695,-66.8823,11,2.07,Md,11,11,10,PRELIMINAR,RSPR,I,UTC,0.59,1.01,0.13,247,B,DN,0,2020-01-18 19:19:45.370000+00:00,20200118191945
20200118194506,00,2020-01-18,19:45:06.930,17.9060,-66.8375,11,2.18,Md,13,13,10,PRELIMINAR,RSPR,I,UTC,0.66,1.37,0.27,220,C,DN,0,2020-01-18 19:45:06.930000+00:00,20200118194506
20200118204059,00,2020-01-18,20:41:01.000,17.9780,-66.8321,14,2.22,Md,12,12,2,PRELIMINAR,RSPR,I,UTC,0.59,0.42,0.17,189,C,DN,0,2020-01-18 20:41:01+00:00,20200118204101
20200118205602,00,2020-01-18,20:56:03.280,17.9311,-66.8285,11,2.91,Md,13,13,10,PRELIMINAR,RSPR,I,UTC,0.73,1.27,0.25,212,C,DN,0,2020-01-18 20:56:03.280000+00:00,20200118205603
20200118212102,00,2020-01-18,21:21:01.470,18.0168,-66.8501,13,2.55,Md,13,13,2,PRELIMINAR,RSPR,I,UTC,0.77,0.87,0.19,131,A,DN,0,2020-01-18 21:21:01.470000+00:00,20200118212101
20200118213424,00,2020-01-18,21:34:24.010,17.9826,-66.7513,13,2.46,Md,12,12,2,PRELIMINAR,RSPR,I,UTC,0.51,0.82,0.16,190,C,DN,0,2020-01-18 21:34:24.010000+00:00,20200118213424
20200118214045,00,2020-01-18,21:40:56.800,17.9396,-66.6891,8,2.58,Md,13,13,10,PRELIMINAR,RSPR,I,UTC,1.96,0.97,0.22,205,C,DN,0,2020-01-18 21:40:56.800000+00:00,20200118214056
20200118214721,02,2020-01-18,21:47:20.530,17.9306,-66.8988,8,3.53,Md,13,13,2,ACTUALIZADA,RSPR,IV,UTC,0.90,1.07,0.24,214,C,DN,0,2020-01-18 21:47:20.530000+00:00,20200118214720
20200118221214,02,2020-01-18,22:12:16.000,17.9461,-66.8501,7,3.32,Md,13,13,2,ACTUALIZADA,RSPR,III,UTC,0.56,0.95,0.21,206,C,DN,0,2020-01-18 22:12:16+00:00,20200118221216
20200118225756,00,2020-01-18,22:57:57.280,17.9230,-66.8708,11,2.87,Md,13,13,10,PRELIMINAR,RSPR,I,UTC,0.42,0.72,0.13,217,B,DN,0,2020-01-18 22:57:57.280000+00:00,20200118225757
20200118231725,00,2020-01-18,23:17:25.200,17.8505,-66.8586,6,2.16,Md,13,13,10,PRELIMINAR,RSPR,I,UTC,0.53,1.07,0.18,253,C,DN,0,2020-01-18 23:17:25.200000+00:00,20200118231725
20200118233737,00,2020-01-18,23:37:40.820,17.9171,-66.9263,11,2.92,Md,12,12,2,PRELIMINAR,RSPR,I,UTC,1.41,2.60,0.55,220,D,DN,0,2020-01-18 23:37:40.820000+00:00,20200118233740
20200118234816,00,2020-01-18,23:48:12.740,17.8681,-66.8610,11,2.58,Md,12,12,10,PRELIMINAR,RSPR,I,UTC,0.60,1.00,0.12,231,B,DN,0,2020-01-18 23:48:12.740000+00:00,20200118234812
20200119000550,02,2020-01-19,00:05:55.660,17.9590,-66.9363,6,4.4,Ml,17,17,2,ACTUALIZADA,RSPR,V,UTC,0.64,1.32,0.29,207,C,DN,0,2020-01-19 00:05:55.660000+00:00,20200119000555
20200119003326,00,2020-01-19,00:33:25.390,17.9200,-66.9893,8,2.63,Md,12,12,2,PRELIMINAR,RSPR,I,UTC,1.81,0.94,0.17,231,C,DN,0,2020-01-19 00:33:25.390000+00:00,20200119003325
